hcontortus_chr5_Celeg_TT_arrow_pilon	2500	0.01376873	0.00878487	0.02110782			-0.270682695	-0.775392261	1.202076561		0.384591674	0.29536154	0.193702353
hcontortus_chr5_Celeg_TT_arrow_pilon	7500	0.01253283	0.0169757	0.01469073			-0.47220497	0.645975398	0.123161975		0.356854444	0.323815736	0.395927974
hcontortus_chr5_Celeg_TT_arrow_pilon	12500	0.01539606	0.01138488	0.00778712			-0.005334978	-0.324208422	-1.03755192		0.398936603	0.378517079	0.232888489
hcontortus_chr5_Celeg_TT_arrow_pilon	17500	0.00802133	0.0068126	0.00923862			-1.207837095	-1.117643388	-0.793509134		0.192362483	0.213631672	0.29119361
hcontortus_chr5_Celeg_TT_arrow_pilon	22500	0.00940769	0.00669523	0.00848508			-0.981781248	-1.138010789	-0.9202029		0.246378639	0.208780293	0.261237527
hcontortus_chr5_Celeg_TT_arrow_pilon	27500	0.0112975	0.01129419	0.00954734			-0.673634302	-0.339946001	-0.741603596		0.317959863	0.376544074	0.303029087
hcontortus_chr5_Celeg_TT_arrow_pilon	32500	0.01067625	0.00766029	0.0127773			-0.774933528	-0.970542404	-0.198545768		0.295466587	0.249096524	0.39115603
hcontortus_chr5_Celeg_TT_arrow_pilon	37500	0.01010175	0.00898771	0.00613128			-0.868609834	-0.740193116	-1.315950685		0.27357484	0.303345925	0.167830349
hcontortus_chr5_Celeg_TT_arrow_pilon	42500	0.01135098	0.00653302	0.00851944			-0.664914008	-1.166159346	-0.914425904		0.319820988	0.202118253	0.262625583
hcontortus_chr5_Celeg_TT_arrow_pilon	47500	0.01115156	0.01014532	0.01007685			-0.697430856	-0.539311225	-0.652576317		0.312814964	0.344946194	0.322430891
hcontortus_chr5_Celeg_TT_arrow_pilon	52500	0.01018174	0.0069801	0.00884218			-0.855566897	-1.088576848	-0.860163162		0.27666832	0.220592469	0.275579572
hcontortus_chr5_Celeg_TT_arrow_pilon	57500	0.01184619	0.00797144	0.01088123			-0.5841665	-0.916548053	-0.517334748		0.336363189	0.262115849	0.348974595
hcontortus_chr5_Celeg_TT_arrow_pilon	62500	0.0083235	0.00853613	0.00925407			-1.15856613	-0.818556506	-0.790911503		0.203910059	0.285373648	0.291793466
hcontortus_chr5_Celeg_TT_arrow_pilon	67500	0.01309073	0.00776449	0.00975723			-0.381235412	-0.952460413	-0.706314488		0.370979397	0.253465147	0.310870575
hcontortus_chr5_Celeg_TT_arrow_pilon	72500	0.01026266	0.01014631	0.01090471			-0.842372316	-0.539139429	-0.513387022		0.279784926	0.344978151	0.349685307
hcontortus_chr5_Celeg_TT_arrow_pilon	77500	0.00915849	0.01042361	0.01010644			-1.022415078	-0.491019122	-0.647601307		0.236547835	0.353635548	0.323475384
hcontortus_chr5_Celeg_TT_arrow_pilon	82500	0.00961016	0.0085754	0.00857619			-0.948767076	-0.811741921	-0.904884444		0.254356611	0.286963283	0.264914946
hcontortus_chr5_Celeg_TT_arrow_pilon	87500	0.01215534	0.00976917	0.01096785			-0.533757396	-0.604585129	-0.502771203		0.345975605	0.332305643	0.351576492
hcontortus_chr5_Celeg_TT_arrow_pilon	92500	0.01027673	0.00839538	0.00999541			-0.840078102	-0.842981076	-0.666268941		0.280325418	0.279641437	0.319532693
hcontortus_chr5_Celeg_TT_arrow_pilon	97500	0.01481884	0.01021467	0.01092438			-0.099454799	-0.52727681	-0.510079877		0.396974131	0.347167138	0.350277608
hcontortus_chr5_Celeg_TT_arrow_pilon	102500	0.01286679	0.00792796	0.01262992			-0.417750419	-0.924093206	-0.22332498		0.365607019	0.260302032	0.389116865
hcontortus_chr5_Celeg_TT_arrow_pilon	107500	0.01056233	0.0089584	0.00954784			-0.793508993	-0.745279327	-0.74151953		0.291193643	0.302202133	0.303047979
hcontortus_chr5_Celeg_TT_arrow_pilon	112500	0.00842161	0.00894551	0.01110779			-1.142568597	-0.747516149	-0.479242889		0.20769803	0.30169801	0.355661655
hcontortus_chr5_Celeg_TT_arrow_pilon	117500	0.01171682	0.00827253	0.00888633			-0.605261197	-0.86429943	-0.852740159		0.332169768	0.27459849	0.277337134
hcontortus_chr5_Celeg_TT_arrow_pilon	122500	0.00980536	0.00722255	0.0091494			-0.916938329	-1.046504117	-0.808509821		0.262022085	0.230726105	0.287715654
hcontortus_chr5_Celeg_TT_arrow_pilon	127500	0.01224075	0.00876476	0.00848684			-0.519830689	-0.778881981	-0.919906989		0.348523191	0.294561608	0.261308659
hcontortus_chr5_Celeg_TT_arrow_pilon	132500	0.01045748	0.00747879	0.01182008			-0.810605531	-1.002038385	-0.359484545		0.28722793	0.241477496	0.373979946
hcontortus_chr5_Celeg_TT_arrow_pilon	137500	0.0133991	0.00858494	0.00957774			-0.330953492	-0.81008643	-0.7364924		0.377681648	0.287348778	0.30417592
hcontortus_chr5_Celeg_TT_arrow_pilon	142500	0.01197463	0.00859835	0.00868695			-0.563223445	-0.807759371	-0.886262206		0.340428944	0.287890196	0.269370134
hcontortus_chr5_Celeg_TT_arrow_pilon	147500	0.01202291	0.01003446	0.00926733			-0.555351048	-0.558548936	-0.78868208		0.341931133	0.341322674	0.292307706
hcontortus_chr5_Celeg_TT_arrow_pilon	152500	0.01188143	0.00769536	0.01060447			-0.578420367	-0.964456651	-0.563866806		0.337488584	0.250567521	0.340305539
hcontortus_chr5_Celeg_TT_arrow_pilon	157500	0.0106556	0.01100935	0.01219374			-0.778300657	-0.389374736	-0.296660551		0.294694961	0.369817782	0.381767966
hcontortus_chr5_Celeg_TT_arrow_pilon	162500	0.0097594	0.00883221	0.01038081			-0.924432434	-0.767177276	-0.601471084		0.260220431	0.29723892	0.332930252
hcontortus_chr5_Celeg_TT_arrow_pilon	167500	0.00960967	0.00989629	0.00728814			-0.948846974	-0.582525794	-1.121446146		0.25433733	0.336685276	0.212724099
hcontortus_chr5_Celeg_TT_arrow_pilon	172500	0.01124877	0.00900702	0.00859159			-0.681580075	-0.736842221	-0.90229522		0.316252532	0.304097543	0.265535466
hcontortus_chr5_Celeg_TT_arrow_pilon	177500	0.01055948	0.0101044	0.01215072			-0.793973706	-0.546412138	-0.303893566		0.291086252	0.343619051	0.3809397
hcontortus_chr5_Celeg_TT_arrow_pilon	182500	0.00848905	0.00830805	0.00981964			-1.131572026	-0.858135589	-0.695821405		0.210311365	0.276060046	0.313165884
hcontortus_chr5_Celeg_TT_arrow_pilon	187500	0.0078467	0.01020822	0.0077606			-1.236311757	-0.528396089	-1.042010766		0.185783751	0.346962093	0.231811265
hcontortus_chr5_Celeg_TT_arrow_pilon	192500	0.00979386	0.00973995	0.01122458			-0.918813486	-0.609655721	-0.459606818		0.261571491	0.331284226	0.358955179
hcontortus_chr5_Celeg_TT_arrow_pilon	197500	0.01073469	0.00877635	0.01139747			-0.765404471	-0.77687075	-0.430538574		0.297642989	0.295022807	0.363629326
hcontortus_chr5_Celeg_TT_arrow_pilon	202500	0.01364134	0.01151035	0.01120416			-0.291454539	-0.302435415	-0.463040062		0.382352849	0.381108136	0.358387103
hcontortus_chr5_Celeg_TT_arrow_pilon	207500	0.01283545	0.00728167	0.01010702			-0.422860629	-1.03624493	-0.647503791		0.364822593	0.233204317	0.323495811
hcontortus_chr5_Celeg_TT_arrow_pilon	212500	0.01047699	0.00949851	0.00938784			-0.807424287	-0.651553186	-0.768420561		0.287968113	0.322646072	0.296955313
